NO	FILE	COMPARISON	ADJ_LEMMA	CORPUS	YEAR	VARIETY	NEWSPAPER	WORD_COUNT	FORM	ADJ_LEN	READABILITY	LEXDIV	STRESS_LAST_SYLL	PERSIST_COMP	PERSIST_FORM	PERSIST_DIST	SYNT_FUN	ADVMOD	COMPL	ZIPF_FREQ	DPNOFREQ	RHY_SCORE_POS	RHY_SCORE_ALT_POS	SEG_SCORE	SEG_SCORE_ALT	FINAL_SEGMENT
156954	4719987	synthetic	great	SAVE2020	2020	LK	Daily News	1324	superlative	5	-19,6849193	16,75390711	y	synthetic	comparative	483	a	n	n	5,707122275	0,175034119	0	0,333333333	0,307692308	0,357142857	0,5
151018	4704541	synthetic	large	SAVE2020	2020	LK	Daily Mirror	598	superlative	5	-0,128138607	-13,46062069	y	synthetic	superlative	181	a	n	n	5,737067526	0,156390238	0,4	0,75	0,307692308	0,357142857	0,583333333
151019	4704541	synthetic	large	SAVE2020	2020	LK	Daily Mirror	598	superlative	5	-0,128138607	-13,46062069	y	synthetic	superlative	337	a	n	n	5,737067526	0,156390238	0,4	0,75	0,307692308	0,357142857	0,583333333
218012	41710382	synthetic	good	NOW2020	2020	BrE	Independent	4063	superlative	4	262,1461278	35,28300046	y	synthetic	superlative	4006	a	n	n	6,239948832	0,031269529	0,666666667	0,25	0,307692308	0,3125	0,5
218019	41710382	synthetic	good	NOW2020	2020	BrE	Independent	4063	superlative	4	262,1461278	35,28300046	y	synthetic	superlative	4021	a	n	n	6,239948832	0,031269529	0,666666667	0,25	0,307692308	0,3125	0,5
219792	41850335	synthetic	big	NOW2020	2020	BrE	Daily Mail	2276	superlative	3	24,42951381	46,20837384	y	synthetic	superlative	374	a	n	n	5,940835046	0,032082043	0	0,5	0,30952381	0,354166667	0,25
218824	41760093	synthetic	great	NOW2020	2020	BrE	Daily Mail	2592	comparative	5	351,5463056	47,19915164	y	synthetic	comparative	3269	a	n	n	5,633338325	0,029091016	0	0	0,311087335	0,347598427	0,25
157988	4724901	synthetic	high	SAVE2020	2020	LK	Daily News	1535	superlative	4	-187,4945097	-20,34857704	y	synthetic	comparative	751	a	n	n	6,014574487	0,216514398	0	0,285714286	0,311264822	0,212862319	0
151017	4704541	synthetic	large	SAVE2020	2020	LK	Daily Mirror	598	superlative	5	-0,128138607	-13,46062069	y	analytic	comparative	477	a	y	n	5,737067526	0,156390238	0	0,25	0,3125	0,352941176	0,583333333
234160	41821633	analytic	prevalent	NOW2020	2020	BrE	Independent	732	comparative	9	161,3028622	24,37418484	n	analytic	superlative	993	p	y	t	3,739437922	0,003526849	0	0,5	0,313112745	0,214835165	0,666666667
219791	41850335	synthetic	big	NOW2020	2020	BrE	Daily Mail	2276	superlative	3	24,42951381	46,20837384	y	synthetic	superlative	1799	a	n	n	5,940835046	0,032082043	0	0,5	0,315151515	0,373737374	0,25
219196	41786645	synthetic	big	NOW2020	2020	BrE	Independent	2063	superlative	3	37,5136304	9,090747933	y	analytic	superlative	2257	a	n	n	5,940835046	0,032082043	0	0,5	0,315151515	0,373737374	0,25
219848	41852247	synthetic	good	NOW2020	2020	BrE	Daily Mail	1485	superlative	4	2799,816393	34,19019831	y	synthetic	superlative	4787	a	n	n	6,239948832	0,031269529	0	0	0,315789474	0,318181818	0,5
233731	41776890	analytic	likely	NOW2020	2020	BrE	Independent	1322	superlative	6	635,5833162	39,84459836	n	none	none	none	pn	n	i	5,374921669	0,027605896	0	0	0,316239316	0,375757576	0
233616	41757012	analytic	deadly	NOW2020	2020	BrE	Daily Mail	1168	superlative	6	939,513574	0,468132543	n	analytic	superlative	152	a	n	n	4,771855201	0,014007217	0	0	0,318681319	0,264957265	0
219225	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	superlative	54	a	n	n	6,239948832	0,031269529	0	0,2	0,318681319	0,321078431	0,5
219234	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	superlative	54	a	n	n	6,239948832	0,031269529	0	0,2	0,318681319	0,321078431	0,5
219847	41852247	synthetic	good	NOW2020	2020	BrE	Daily Mail	1485	superlative	4	2799,816393	34,19019831	y	synthetic	superlative	90	a	n	n	6,239948832	0,031269529	0	0,2	0,318681319	0,321078431	0,5
218945	41773828	synthetic	big	NOW2020	2020	BrE	Independent	1381	superlative	3	-448,1345568	-4,871824411	y	analytic	superlative	1135	a	n	n	5,940835046	0,032082043	0	0,333333333	0,318681319	0,365079365	0,25
219134	41786614	synthetic	cute	NOW2020	2020	BrE	Daily Mail	1093	superlative	4	348,9301361	34,36483105	y	none	none	none	a	n	n	4,216559177	0,007753011	0	0,333333333	0,318681319	0,365079365	0,5
218014	41710382	synthetic	late	NOW2020	2020	BrE	Independent	4063	superlative	4	262,1461278	35,28300046	y	synthetic	superlative	1023	a	n	n	5,916902274	0,02429752	0	0,333333333	0,318681319	0,365079365	0,5
218007	41710382	synthetic	late	NOW2020	2020	BrE	Independent	4063	superlative	4	262,1461278	35,28300046	y	synthetic	superlative	1088	a	n	n	5,916902274	0,02429752	0	0,333333333	0,318681319	0,365079365	0,5
232992	41690353	analytic	potent	NOW2020	2020	BrE	Independent	2979	superlative	6	1896,419682	-64,70857825	n	synthetic	superlative	770	a	n	n	3,628739624	0,002675592	0	0,5	0,319246032	0,271123321	0,833333333
219860	41852259	synthetic	young	NOW2020	2020	BrE	Independent	1269	superlative	5	2810,31035	-203,2414089	y	none	none	none	a	n	n	5,620822579	0,032370085	0	0,333333333	0,321078431	0,321078431	0,5
233901	41787840	analytic	insightful	NOW2020	2020	BrE	Independent	5629	superlative	10	12,89563733	47,05286862	n	synthetic	comparative	685	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
234200	41823119	analytic	insightful	NOW2020	2020	BrE	Independent	2309	superlative	10	632,1521921	16,4870891	n	synthetic	comparative	726	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
233416	41733138	analytic	insightful	NOW2020	2020	BrE	Independent	412	superlative	10	-178,4383068	29,91862501	n	analytic	superlative	793	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
233878	41786645	analytic	insightful	NOW2020	2020	BrE	Independent	2063	superlative	10	37,5136304	9,090747933	n	synthetic	superlative	1446	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
233733	41776890	analytic	insightful	NOW2020	2020	BrE	Independent	1322	superlative	10	635,5833162	39,84459836	n	synthetic	comparative	3044	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
233628	41757208	analytic	insightful	NOW2020	2020	BrE	Independent	317	superlative	10	-259,6652255	26,3680843	n	none	none	none	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
232802	41650937	analytic	insightful	NOW2020	2020	BrE	Independent	294	superlative	10	19,82547737	43,29453806	n	none	none	none	a	n	n	5,542895037	0,024795076	0	0	0,322807018	0,32748538	0,75
218008	41710382	synthetic	fine	NOW2020	2020	BrE	Independent	4063	superlative	4	262,1461278	35,28300046	y	synthetic	superlative	296	n	n	n	5,075897656	0,015256592	0	0,333333333	0,324242424	0,385984848	0,25
218015	41710382	synthetic	fine	NOW2020	2020	BrE	Independent	4063	superlative	4	262,1461278	35,28300046	y	synthetic	superlative	296	n	n	n	5,075897656	0,015256592	0	0,333333333	0,324242424	0,385984848	0,25
218009	41710382	synthetic	stark	NOW2020	2020	BrE	Independent	4063	superlative	5	262,1461278	35,28300046	y	synthetic	superlative	3	n	n	n	4,322069361	0,00711277	0	0	0,329166667	0,396969697	0,583333333
218016	41710382	synthetic	stark	NOW2020	2020	BrE	Independent	4063	superlative	5	262,1461278	35,28300046	y	synthetic	superlative	3	n	n	n	4,322069361	0,00711277	0	0	0,329166667	0,396969697	0,583333333
171617	4723962	analytic	effective	SAVE2020	2020	LK	Daily News	305	superlative	9	-293,1691054	9,054023714	n	none	none	none	a	n	n	5,105331781	0,099352082	0	0	0,333333333	0,294117647	0,25
233898	41787840	analytic	explicit	NOW2020	2020	BrE	Independent	5629	comparative	8	12,89563733	47,05286862	n	synthetic	comparative	328	a	n	n	3,988636279	0,005114984	0	0	0,333333333	0,263157895	0,75
158571	4727921	synthetic	puffy	SAVE2020	2020	LK	Daily News	449	comparative	5	-286,808689	57,53117685	n	none	none	none	p	n	n	2,799486156	0,0000938	0	0	0,333333333	0,1	0
219223	41787840	synthetic	quirky	NOW2020	2020	BrE	Independent	5629	superlative	6	12,89563733	47,05286862	n	synthetic	comparative	2291	a	n	n	3,780830607	0,00319511	0	0	0,333333333	0,304347826	0
219232	41787840	synthetic	quirky	NOW2020	2020	BrE	Independent	5629	superlative	6	12,89563733	47,05286862	n	synthetic	comparative	2302	a	n	n	3,780830607	0,00319511	0	0	0,333333333	0,304347826	0
170210	4704150	analytic	substantial	SAVE2020	2020	LK	Daily Mirror	1096	comparative	11	-156,5271334	0,877490109	n	synthetic	comparative	1161	p	n	p	4,529410512	0,034656188	0	0	0,333333333	0,3	0,875
150839	4704011	synthetic	supple	SAVE2020	2020	LK	Daily Mirror	397	comparative	6	-184,397697	-43,82754079	n	none	none	none	a	n	n	3,198996739	0,001078781	0	0	0,333333333	0,235294118	0,875
151615	4705781	synthetic	bad	SAVE2020	2020	LK	Daily Mirror	1067	superlative	3	-332,7302092	-46,49304115	y	none	none	none	a	n	n	5,316930574	0,087465988	0	0,333333333	0,333333333	0,333333333	0,625
150803	4703882	synthetic	great	SAVE2020	2020	LK	Daily Mirror	506	superlative	5	-245,2450956	5,145375157	y	synthetic	comparative	505	a	n	n	5,707122275	0,175034119	0	0,333333333	0,333333333	0,384615385	0,5
150800	4703882	synthetic	high	SAVE2020	2020	LK	Daily Mirror	506	superlative	4	-245,2450956	5,145375157	y	none	none	none	a	n	n	6,014574487	0,216514398	0	0,333333333	0,333333333	0,153846154	0
157984	4724901	synthetic	young	SAVE2020	2020	LK	Daily News	1535	comparative	5	-187,4945097	-20,34857704	y	analytic	superlative	800	a	n	n	5,506920443	0,164909591	0	0,333333333	0,333333333	0,333333333	0,5
157730	4723984	synthetic	young	SAVE2020	2020	LK	Daily News	878	comparative	5	-427,9963113	50,83846667	y	synthetic	comparative	815	a	n	n	5,506920443	0,164909591	0	0,333333333	0,333333333	0,333333333	0,5
151495	4705539	synthetic	great	SAVE2020	2020	LK	Daily Mirror	1180	superlative	5	-106,4884557	-5,321983691	y	none	none	none	a	n	n	5,707122275	0,175034119	0	0,5	0,333333333	0,384615385	0,5
218828	41760093	synthetic	late	NOW2020	2020	BrE	Daily Mail	2592	superlative	4	351,5463056	47,19915164	y	synthetic	comparative	3270	a	n	n	5,916902274	0,02429752	0	0,5	0,333333333	0,384615385	0,5
151528	4705601	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1061	comparative	4	-332,3583962	32,56932032	y	synthetic	comparative	331	a	n	n	6,014574487	0,216514398	0,183333333	0,083333333	0,333333333	0,25	0
234194	41823119	analytic	populous	NOW2020	2020	BrE	Independent	2309	superlative	8	632,1521921	16,4870891	n	none	none	none	a	n	n	3,416131531	0,001980911	0,25	0	0,333333333	0,294117647	1
170206	4704091	analytic	complex	SAVE2020	2020	LK	Daily Mirror	1088	comparative	7	-221,2344296	17,50568542	y	synthetic	comparative	1718	a	n	n	5,052694951	0,093191477	0,25	0	0,333333333	0,25	0,333333333
219216	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	superlative	99	a	n	n	6,239948832	0,031269529	0,25	0,25	0,333333333	0,333333333	0,5
219215	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	analytic	comparative	901	a	n	n	6,239948832	0,031269529	0,25	0,25	0,333333333	0,333333333	0,5
217476	41661858	synthetic	old	NOW2020	2020	BrE	Daily Mail	1065	superlative	3	4743,510901	-3,629053819	y	none	none	none	a	n	n	5,948416439	0,038079351	0,333333333	0,333333333	0,333333333	0,384615385	0,5
150831	4703985	synthetic	bad	SAVE2020	2020	LK	Daily Mirror	603	superlative	3	-111,3563484	-7,109070783	y	synthetic	superlative	4	a	n	n	5,316930574	0,087465988	1	0,333333333	0,333333333	0,333333333	0,625
234437	41852460	analytic	likely	NOW2020	2020	BrE	Daily Mail	1803	comparative	6	668,1639025	35,74517789	n	synthetic	comparative	327	a	n	n	5,374921669	0,027605896	0	0,5	0,335164835	0,393939394	0
234196	41823119	analytic	substantial	NOW2020	2020	BrE	Independent	2309	superlative	11	632,1521921	16,4870891	n	synthetic	superlative	1074	a	n	n	4,162683796	0,006537274	0	0	0,340155945	0,359477124	0,75
218944	41773828	synthetic	big	NOW2020	2020	BrE	Independent	1381	superlative	3	-448,1345568	-4,871824411	y	synthetic	superlative	186	a	n	n	5,940835046	0,032082043	0	0,333333333	0,341880342	0,38531746	0,25
234279	41832330	analytic	senior	NOW2020	2020	BrE	Independent	1369	superlative	6	775,577086	9,75826241	n	analytic	superlative	1390	a	n	n	5,124149665	0,021050721	0	0	0,343755221	0,308820663	0,75
234278	41832330	analytic	senior	NOW2020	2020	BrE	Independent	1369	superlative	6	775,577086	9,75826241	n	none	none	none	a	n	n	5,124149665	0,021050721	0	0	0,343755221	0,308820663	0,75
233897	41787840	analytic	substantial	NOW2020	2020	BrE	Independent	5629	comparative	11	12,89563733	47,05286862	n	analytic	comparative	186	a	n	n	4,162683796	0,006537274	0	0	0,348484848	0,384210526	0,875
218823	41760093	synthetic	strong	NOW2020	2020	BrE	Daily Mail	2592	comparative	6	351,5463056	47,19915164	y	none	none	none	a	n	n	5,158980646	0,018260611	0,333333333	0	0,349702381	0,349702381	0,25
233542	41750919	analytic	frequent	NOW2020	2020	BrE	Independent	1756	comparative	8	756,3379177	14,25604973	n	synthetic	comparative	885	a	n	n	4,223737761	0,006593112	0,133333333	0	0,35	0,277777778	0,666666667
170227	4704243	analytic	powerful	SAVE2020	2020	LK	Daily Mirror	1251	superlative	8	-152,5205294	18,20800344	y	synthetic	superlative	3	a	n	n	4,911646441	0,064428474	0,125	0	0,352941176	0,3125	0,75
219370	41799865	synthetic	good	NOW2020	2020	BrE	Daily Mail	365	superlative	4	1029,118381	21,51213755	y	none	none	none	n	n	n	6,239948832	0,031269529	0	0,333333333	0,354166667	0,348484848	0,5
219131	41786608	synthetic	cold	NOW2020	2020	BrE	Daily Mail	2041	superlative	4	16,41731373	34,82365666	y	synthetic	superlative	3	a	n	n	4,841528447	0,014033745	0	0,333333333	0,355494505	0,398660714	0,5
151533	4705601	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1061	comparative	4	-332,3583962	32,56932032	y	synthetic	superlative	2699	a	n	n	6,014574487	0,216514398	0	0,1	0,357142857	0,266666667	0
219790	41850335	synthetic	good	NOW2020	2020	BrE	Daily Mail	2276	superlative	4	24,42951381	46,20837384	y	analytic	comparative	555	a	n	n	6,239948832	0,031269529	0,5	0,5	0,357142857	0,348148148	0,5
217029	41632155	synthetic	good	NOW2020	2020	BrE	Daily Mail	880	superlative	4	2058,061781	32,68975362	y	none	none	none	a	n	n	6,239948832	0,031269529	0,5	0,5	0,357142857	0,348148148	0,5
234198	41823119	analytic	obvious	NOW2020	2020	BrE	Independent	2309	comparative	7	632,1521921	16,4870891	n	analytic	superlative	47	a	n	n	4,471831682	0,009089116	0	0	0,358058608	0,250874126	0,75
234197	41823119	analytic	likely	NOW2020	2020	BrE	Independent	2309	superlative	6	632,1521921	16,4870891	n	analytic	superlative	67	p	n	i	5,374921669	0,027605896	0	0	0,35959596	0,438888889	0
219793	41850335	synthetic	small	NOW2020	2020	BrE	Daily Mail	2276	comparative	5	24,42951381	46,20837384	y	synthetic	superlative	479	a	n	n	5,404549659	0,025648011	0	0,5	0,360984848	0,41462704	0,625
157269	4721768	synthetic	large	SAVE2020	2020	LK	Daily News	886	superlative	5	-216,59057	32,19125832	y	none	none	none	a	y	n	5,737067526	0,156390238	0,166666667	0	0,361111111	0,394736842	0,583333333
171618	4723984	analytic	solemn	SAVE2020	2020	LK	Daily News	878	comparative	6	-427,9963113	50,83846667	y	synthetic	comparative	292	p	n	n	3,778780336	0,007057135	0	0,291666667	0,363636364	0,306818182	0,5
218829	41760093	synthetic	high	NOW2020	2020	BrE	Daily Mail	2592	superlative	4	351,5463056	47,19915164	y	synthetic	superlative	413	a	n	n	5,766685571	0,032098211	0	0,5	0,363636364	0,333333333	0
151204	4704839	synthetic	long	SAVE2020	2020	LK	Daily Mirror	1251	comparative	4	-11,23408125	-5,302334994	y	synthetic	comparative	1261	a	n	n	5,773953515	0,167746914	0	0,5	0,363636364	0,363636364	0,25
158393	4727121	synthetic	good	SAVE2020	2020	LK	Daily News	605	superlative	4	-373,4213961	43,51355769	y	none	none	none	a	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,363636364	0,357142857	0,5
219501	41816772	synthetic	low	NOW2020	2020	BrE	Daily Mail	786	comparative	3	2695,835569	3,082387183	y	synthetic	comparative	147	a	y	n	5,368592578	0,020965242	0,333333333	0,333333333	0,363636364	0,333333333	0
219500	41816772	synthetic	low	NOW2020	2020	BrE	Daily Mail	786	comparative	3	2695,835569	3,082387183	y	analytic	superlative	803	a	y	n	5,368592578	0,020965242	0,333333333	0,333333333	0,363636364	0,333333333	0
151235	4704894	synthetic	new	SAVE2020	2020	LK	Daily Mirror	591	superlative	3	-289,7293836	10,28416201	y	none	none	none	a	n	n	6,160702523	0,223750466	0,333333333	0,333333333	0,363636364	0,307692308	0
150918	4704243	synthetic	strong	SAVE2020	2020	LK	Daily Mirror	1251	superlative	6	-152,5205294	18,20800344	y	synthetic	comparative	501	a	n	n	5,454751526	0,152393341	0	0	0,368421053	0,333333333	0,25
158047	4725347	synthetic	high	SAVE2020	2020	LK	Daily News	522	comparative	4	-241,3590491	25,69490921	y	synthetic	superlative	26	a	n	n	6,014574487	0,216514398	0,232142857	0,285714286	0,368421053	0,3	0
158045	4725347	synthetic	high	SAVE2020	2020	LK	Daily News	522	comparative	4	-241,3590491	25,69490921	y	none	none	none	a	n	n	6,014574487	0,216514398	0,232142857	0,285714286	0,368421053	0,3	0
157805	4724388	synthetic	good	SAVE2020	2020	LK	Daily News	170	superlative	4	-363,9986453	-25,45446183	y	none	none	none	a	n	n	6,377398081	0,189114879	0,125	0	0,37254902	0,366666667	0,5
150953	4704309	synthetic	high	SAVE2020	2020	LK	Daily Mirror	423	comparative	4	-141,8241148	12,87203856	y	none	none	none	a	n	n	6,014574487	0,216514398	0	0,333333333	0,375	0,269230769	0
150879	4704150	synthetic	bad	SAVE2020	2020	LK	Daily Mirror	1096	comparative	3	-156,5271334	0,877490109	y	synthetic	superlative	19	a	n	n	5,316930574	0,087465988	0,5	0,5	0,375	0,3	0,375
150878	4704150	synthetic	good	SAVE2020	2020	LK	Daily Mirror	1096	superlative	4	-156,5271334	0,877490109	y	synthetic	superlative	232	a	n	n	6,377398081	0,189114879	0,5	0,5	0,375	0,363636364	0,5
219771	41850116	synthetic	small	NOW2020	2020	BrE	Daily Mail	1194	comparative	5	194,7438419	42,70653142	y	analytic	superlative	1126	a	y	n	5,404549659	0,025648011	0	0,5	0,384615385	0,428571429	0,625
219293	41789051	synthetic	busy	NOW2020	2020	BrE	Daily Mail	1517	superlative	4	1000,432295	33,84377452	n	none	none	none	a	n	n	4,743759296	0,012877703	0,333333333	0	0,384615385	0,333333333	0
218013	41710382	synthetic	hip	NOW2020	2020	BrE	Independent	4063	superlative	3	262,1461278	35,28300046	y	synthetic	superlative	1159	a	n	n	4,42517966	0,008828279	0,333333333	0,333333333	0,384615385	0,428571429	0,25
218006	41710382	synthetic	hip	NOW2020	2020	BrE	Independent	4063	superlative	3	262,1461278	35,28300046	y	none	none	none	a	n	n	4,42517966	0,008828279	0,333333333	0,333333333	0,384615385	0,428571429	0,25
151531	4705601	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1061	comparative	4	-332,3583962	32,56932032	y	synthetic	comparative	92	a	n	n	6,014574487	0,216514398	0	0,1	0,4	0,3125	0
218972	41776890	synthetic	bad	NOW2020	2020	BrE	Independent	1322	comparative	3	635,5833162	39,84459836	y	synthetic	comparative	27	p	n	t	5,516320629	0,020089946	0	0	0,401785714	0,381818182	0,375
234163	41823110	analytic	senior	NOW2020	2020	BrE	Independent	537	superlative	6	436,3285332	37,67822151	n	none	none	none	a	n	n	5,124149665	0,021050721	0	0	0,408479202	0,380248918	0,75
217582	41671927	synthetic	strong	NOW2020	2020	BrE	Daily Mail	645	superlative	6	123,6210274	7,318989181	y	none	none	none	a	n	n	5,158980646	0,018260611	0	0	0,416122004	0,416122004	0,25
218785	41757012	synthetic	long	NOW2020	2020	BrE	Daily Mail	1168	superlative	4	939,513574	0,468132543	y	none	none	none	a	n	n	5,818890517	0,030396713	0	0,666666667	0,416666667	0,416666667	0,25
216792	41613172	synthetic	small	NOW2020	2020	BrE	Daily Mail	1132	comparative	5	2640,643907	-24,28560098	y	none	none	none	a	n	n	5,404549659	0,025648011	0	0,666666667	0,416666667	0,461538462	0,625
157303	4721825	synthetic	bad	SAVE2020	2020	LK	Daily News	144	superlative	3	-403,154152	2,881036371	y	synthetic	superlative	216	a	n	n	5,316930574	0,087465988	0,25	0,25	0,416666667	0,4	0,625
219224	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	superlative	1074	a	n	n	6,239948832	0,031269529	0,333333333	0,5	0,416666667	0,4	0,5
219233	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	superlative	1138	a	n	n	6,239948832	0,031269529	0,333333333	0,5	0,416666667	0,4	0,5
157980	4724828	synthetic	good	SAVE2020	2020	LK	Daily News	797	superlative	4	-492,5586553	-34,18652865	y	synthetic	comparative	1788	a	n	n	6,377398081	0,189114879	1	0,333333333	0,416666667	0,4	0,5
219582	41823119	synthetic	good	NOW2020	2020	BrE	Independent	2309	superlative	4	632,1521921	16,4870891	y	analytic	superlative	8062	a	n	n	6,239948832	0,031269529	0,5	0,666666667	0,422222222	0,400641026	0,5
219129	41786608	synthetic	good	NOW2020	2020	BrE	Daily Mail	2041	superlative	4	16,41731373	34,82365666	y	synthetic	comparative	1110	n	n	i	6,239948832	0,031269529	0	0	0,422619048	0,395286195	0,5
219190	41786645	synthetic	good	NOW2020	2020	BrE	Independent	2063	superlative	4	37,5136304	9,090747933	y	analytic	superlative	2821	a	n	n	6,239948832	0,031269529	0,333333333	0,333333333	0,437566138	0,420097084	0,5
219184	41786645	synthetic	good	NOW2020	2020	BrE	Independent	2063	superlative	4	37,5136304	9,090747933	y	none	none	none	a	n	n	6,239948832	0,031269529	0,333333333	0,333333333	0,437566138	0,420097084	0,5
150801	4703882	synthetic	great	SAVE2020	2020	LK	Daily Mirror	506	superlative	5	-245,2450956	5,145375157	y	synthetic	superlative	600	n	n	n	5,707122275	0,175034119	0	0	0,444444444	0,5	0,5
157301	4721825	synthetic	bad	SAVE2020	2020	LK	Daily News	144	superlative	3	-403,154152	2,881036371	y	none	none	none	a	n	n	5,316930574	0,087465988	0,333333333	0,333333333	0,444444444	0,416666667	0,625
219219	41787840	synthetic	gentle	NOW2020	2020	BrE	Independent	5629	comparative	6	12,89563733	47,05286862	n	synthetic	comparative	232	a	n	n	3,969886843	0,004316502	0	0	0,453125	0,395220588	0,875
219228	41787840	synthetic	gentle	NOW2020	2020	BrE	Independent	5629	comparative	6	12,89563733	47,05286862	n	synthetic	comparative	232	a	n	n	3,969886843	0,004316502	0	0	0,453125	0,395220588	0,875
150730	4703675	synthetic	high	SAVE2020	2020	LK	Daily Mirror	525	superlative	4	-36,636337	-61,22840469	y	synthetic	comparative	288	a	n	n	6,014574487	0,216514398	0	0,333333333	0,466666667	0,3125	0
217583	41671927	synthetic	good	NOW2020	2020	BrE	Daily Mail	645	superlative	4	123,6210274	7,318989181	y	synthetic	superlative	912	a	n	n	6,239948832	0,031269529	0,5	0,5	0,497474747	0,459935897	0,5
151345	4705181	synthetic	bad	SAVE2020	2020	LK	Daily Mirror	1254	superlative	3	-269,041347	25,27883038	y	none	none	none	n	n	p	5,316930574	0,087465988	0	0	0,5	0,454545455	0,625
157259	4721724	synthetic	good	SAVE2020	2020	LK	Daily News	223	superlative	4	-368,8375867	-18,74681319	y	none	none	none	n	n	i	6,377398081	0,189114879	0	0	0,5	0,454545455	0,5
157158	4721095	synthetic	high	SAVE2020	2020	LK	Daily News	486	superlative	4	-247,6787841	35,59925982	y	none	none	none	a	n	n	6,014574487	0,216514398	0	0,5	0,5	0,272727273	0
157776	4724239	synthetic	good	SAVE2020	2020	LK	Daily News	282	superlative	4	-209,3517694	-2,783586196	y	synthetic	superlative	55	a	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,5	0,461538462	0,5
157775	4724239	synthetic	good	SAVE2020	2020	LK	Daily News	282	superlative	4	-209,3517694	-2,783586196	y	none	none	none	a	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,545454545	0,5	0,5
157147	4720967	synthetic	good	SAVE2020	2020	LK	Daily News	1448	superlative	4	-182,9505588	16,67887619	y	synthetic	comparative	437	n	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,555555556	0,5	0,5
157731	4723984	synthetic	old	SAVE2020	2020	LK	Daily News	878	comparative	3	-427,9963113	50,83846667	y	synthetic	comparative	45	p	n	n	5,59344842	0,178559392	0,5	0	0,571428571	0,25	0,416666667
157743	4724098	synthetic	high	SAVE2020	2020	LK	Daily News	322	superlative	4	-311,3252246	37,50545229	y	none	none	none	n	n	n	6,014574487	0,216514398	0	0	0,625	0,444444444	0
