NO	FILE	COMPARISON	ADJ_LEMMA	CORPUS	YEAR	VARIETY	NEWSPAPER	WORD_COUNT	FORM	ADJ_LEN	READABILITY	LEXDIV	STRESS_LAST_SYLL	PERSIST_COMP	PERSIST_FORM	PERSIST_DIST	SYNT_FUN	ADVMOD	COMPL	ZIPF_FREQ	DPNOFREQ	RHY_SCORE_POS	RHY_SCORE_ALT_POS	SEG_SCORE	SEG_SCORE_ALT	FINAL_SEGMENT
157146	4720967	synthetic	high	SAVE2020	2020	LK	Daily News	1448	comparative	4	-182,9505588	16,67887619	y	analytic	comparative	1389	a	n	n	6,014574487	0,216514398	0	0,333333333	0,222222222	0	0
150639	4703328	synthetic	large	SAVE2020	2020	LK	Daily Mirror	330	superlative	5	-90,58449528	22,67090607	y	analytic	comparative	921	a	n	n	5,737067526	0,156390238	0,2	0,125	0,222222222	0,263157895	0,583333333
157725	4723984	synthetic	good	SAVE2020	2020	LK	Daily News	878	superlative	4	-427,9963113	50,83846667	y	none	none	none	a	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,222222222	0,25	0,5
219740	41839006	synthetic	old	NOW2020	2020	BrE	Daily Mail	1611	comparative	3	5,644551768	29,5576557	y	analytic	comparative	557	p	n	n	5,948416439	0,038079351	0,5	0	0,222222222	0,3	0,416666667
156919	4719771	synthetic	good	SAVE2020	2020	LK	Daily News	1194	superlative	4	-350,6461925	32,0032734	y	synthetic	superlative	476	a	n	n	6,377398081	0,189114879	0,5	0,5	0,222222222	0,25	0,5
150722	4703666	synthetic	good	SAVE2020	2020	LK	Daily Mirror	445	superlative	4	-166,2203216	-12,91804249	y	none	none	none	a	n	n	6,377398081	0,189114879	0,5	0,5	0,222222222	0,25	0,5
218867	41765770	synthetic	healthy	NOW2020	2020	BrE	Daily Mail	1576	superlative	7	437,0157848	39,7035352	n	none	none	none	a	n	n	4,929068579	0,017491164	0	0	0,223737374	0,28219697	0
150727	4703675	synthetic	short	SAVE2020	2020	LK	Daily Mirror	525	comparative	5	-36,636337	-61,22840469	y	none	none	none	a	n	n	5,29867738	0,116861538	0	0	0,225	0,272058824	0,666666667
219700	41832330	synthetic	late	NOW2020	2020	BrE	Independent	1369	superlative	4	775,577086	9,75826241	y	analytic	superlative	1012	a	n	n	5,916902274	0,02429752	0,05625	0,39375	0,225	0,29020979	0,5
151527	4705601	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1061	comparative	4	-332,3583962	32,56932032	y	none	none	none	a	n	n	6,014574487	0,216514398	0	0,330357143	0,227272727	0,173913043	0
232370	41616734	analytic	effective	NOW2020	2020	BrE	Independent	1176	superlative	9	1214,987784	17,09110415	n	analytic	comparative	357	a	n	n	4,836347935	0,015215519	0	0	0,228571429	0,225274725	0,25
218897	41766183	synthetic	good	NOW2020	2020	BrE	Daily Mail	2083	comparative	4	899,6970759	27,66428754	y	synthetic	comparative	19	a	n	n	6,239948832	0,031269529	0	0,333333333	0,229857295	0,280403828	0,25
171675	4725069	analytic	common	SAVE2020	2020	LK	Daily News	1165	superlative	6	-440,1800379	13,6317266	n	analytic	comparative	975	a	n	n	5,240389424	0,108470089	0	0	0,230769231	0,166666667	0,75
156922	4719771	synthetic	healthy	SAVE2020	2020	LK	Daily News	1194	superlative	7	-350,6461925	32,0032734	n	synthetic	superlative	74	a	n	n	5,03784583	0,086805282	0	0	0,230769231	0,214285714	0
171657	4724678	analytic	inclusive	SAVE2020	2020	LK	Daily News	484	comparative	9	-46,4224395	7,412188155	n	none	none	none	a	n	n	4,698683822	0,052920652	0	0	0,230769231	0,25	0
171493	4719987	analytic	green	SAVE2020	2020	LK	Daily News	1324	comparative	5	-19,6849193	16,75390711	y	synthetic	comparative	162	p	n	n	5,212676436	0,140186786	0	0	0,230769231	0,384615385	0,25
156943	4719987	synthetic	great	SAVE2020	2020	LK	Daily News	1324	superlative	5	-19,6849193	16,75390711	y	none	none	none	a	n	n	5,707122275	0,175034119	0	0,333333333	0,230769231	0,285714286	0,5
218825	41760093	synthetic	old	NOW2020	2020	BrE	Daily Mail	2592	comparative	3	351,5463056	47,19915164	y	synthetic	comparative	2074	a	n	n	5,948416439	0,038079351	0	0,5	0,230769231	0,285714286	0,416666667
218900	41766183	synthetic	large	NOW2020	2020	BrE	Daily Mail	2083	superlative	5	899,6970759	27,66428754	y	synthetic	comparative	63	n	n	n	5,407823838	0,021708985	0,5	0,333333333	0,230769231	0,285714286	0,583333333
219885	41852460	synthetic	old	NOW2020	2020	BrE	Daily Mail	1803	comparative	3	668,1639025	35,74517789	y	synthetic	superlative	3365	a	n	n	5,948416439	0,038079351	0	0,5	0,233838384	0,269522145	0,416666667
171619	4723984	analytic	purposeful	SAVE2020	2020	LK	Daily News	878	comparative	10	-427,9963113	50,83846667	n	analytic	comparative	0	p	n	n	3,278177985	0,002158615	0	0	0,235294118	0,264705882	0,875
157049	4720630	synthetic	high	SAVE2020	2020	LK	Daily News	1408	comparative	4	-231,4445034	12,61893624	y	analytic	comparative	53	a	n	n	6,014574487	0,216514398	0	0	0,235294118	0,166666667	0
219498	41816772	synthetic	high	NOW2020	2020	BrE	Daily Mail	786	comparative	4	2695,835569	3,082387183	y	synthetic	comparative	81	p	y	t	5,766685571	0,032098211	0	0	0,236111111	0,211111111	0
219773	41850116	synthetic	near	NOW2020	2020	BrE	Daily Mail	1194	superlative	4	194,7438419	42,70653142	y	synthetic	comparative	142	n	n	n	5,39721063	0,027997837	0	1	0,236174242	0,309469697	0,25
233875	41786645	analytic	powerful	NOW2020	2020	BrE	Independent	2063	superlative	8	37,5136304	9,090747933	n	synthetic	superlative	141	a	n	n	4,739437922	0,012855033	0	0	0,23745915	0,221230159	0,75
233876	41786645	analytic	powerful	NOW2020	2020	BrE	Independent	2063	superlative	8	37,5136304	9,090747933	n	synthetic	superlative	141	a	n	n	4,739437922	0,012855033	0	0	0,23745915	0,221230159	0,75
171731	4726702	analytic	flexible	SAVE2020	2020	LK	Daily News	471	comparative	8	-134,2983485	-15,77914835	y	synthetic	comparative	3	a	n	n	4,299367284	0,025628082	0	0	0,238095238	0,263157895	0,875
218020	41710385	synthetic	high	NOW2020	2020	BrE	Independent	1307	superlative	4	1278,387774	15,65080997	y	none	none	none	a	n	n	5,766685571	0,032098211	0	0,2	0,240384615	0,296703297	0
151478	4705496	synthetic	bad	SAVE2020	2020	LK	Daily Mirror	656	superlative	3	-250,4047875	8,400295895	y	none	none	none	a	n	n	5,316930574	0,087465988	0,333333333	0,333333333	0,240384615	0,258333333	0,625
232900	41666996	analytic	permanent	NOW2020	2020	BrE	Independent	1013	comparative	9	1105,061832	18,13967635	n	synthetic	comparative	184	a	n	n	4,510289933	0,010381327	0,1	0,083333333	0,242647059	0,138095238	0,5
233817	41786608	analytic	disastrous	NOW2020	2020	BrE	Daily Mail	2041	comparative	10	16,41731373	34,82365666	n	analytic	comparative	195	a	n	n	4,076897183	0,00599877	0	0	0,244047619	0,307894737	0,75
233816	41786608	analytic	disastrous	NOW2020	2020	BrE	Daily Mail	2041	comparative	10	16,41731373	34,82365666	n	analytic	comparative	436	a	n	n	4,076897183	0,00599877	0	0	0,244047619	0,307894737	0,75
233819	41786608	analytic	intrepid	NOW2020	2020	BrE	Daily Mail	2041	superlative	8	16,41731373	34,82365666	n	analytic	superlative	187	a	n	n	2,915529181	0,000750685	0	0	0,244071146	0,208874459	0,5
233813	41786608	analytic	intrepid	NOW2020	2020	BrE	Daily Mail	2041	superlative	8	16,41731373	34,82365666	n	none	none	none	a	n	n	2,915529181	0,000750685	0	0	0,244071146	0,208874459	0,5
217479	41661858	synthetic	big	NOW2020	2020	BrE	Daily Mail	1065	superlative	3	4743,510901	-3,629053819	y	synthetic	superlative	1915	a	n	n	5,940835046	0,032082043	0	0,5	0,244444444	0,315151515	0,25
217478	41661858	synthetic	big	NOW2020	2020	BrE	Daily Mail	1065	superlative	3	4743,510901	-3,629053819	y	synthetic	superlative	2091	a	n	n	5,940835046	0,032082043	0	0,5	0,244444444	0,315151515	0,25
217515	41666861	synthetic	big	NOW2020	2020	BrE	Daily Mail	905	superlative	3	631,5246062	24,84024474	y	none	none	none	a	n	n	5,940835046	0,032082043	0	0,5	0,244444444	0,315151515	0,25
233713	41773828	analytic	inventive	NOW2020	2020	BrE	Independent	1381	superlative	9	-448,1345568	-4,871824411	n	synthetic	superlative	37	n	n	n	3,341497913	0,001695667	0	0	0,24508547	0,243376068	0,25
234528	41855485	analytic	effective	NOW2020	2020	BrE	Daily Mail	792	superlative	9	1565,086187	21,18848455	n	none	none	none	a	n	n	4,836347935	0,015215519	0	0	0,245421245	0,243589744	0,25
234326	41850116	analytic	difficult	NOW2020	2020	BrE	Daily Mail	1194	superlative	9	194,7438419	42,70653142	n	synthetic	superlative	64	n	n	n	5,195044034	0,020675872	0	0,5	0,246092796	0,186494061	0,833333333
218898	41766183	synthetic	good	NOW2020	2020	BrE	Daily Mail	2083	comparative	4	899,6970759	27,66428754	y	synthetic	comparative	124	a	n	n	6,239948832	0,031269529	0	0,333333333	0,249882062	0,30906524	0,25
218895	41766183	synthetic	good	NOW2020	2020	BrE	Daily Mail	2083	comparative	4	899,6970759	27,66428754	y	synthetic	comparative	4802	a	n	n	6,239948832	0,031269529	0	0,333333333	0,249882062	0,30906524	0,25
171497	4720159	analytic	common	SAVE2020	2020	LK	Daily News	1064	superlative	6	-51,39652618	51,61786419	n	none	none	none	a	n	n	5,240389424	0,108470089	0	0	0,25	0,2	0,75
170224	4704243	analytic	grateful	SAVE2020	2020	LK	Daily Mirror	1251	comparative	8	-152,5205294	18,20800344	n	analytic	comparative	247	p	n	p	4,38651746	0,027392077	0	0	0,25	0,181818182	0,875
170275	4704826	analytic	important	SAVE2020	2020	LK	Daily Mirror	1083	superlative	9	-85,57405884	27,5466423	n	none	none	none	a	n	n	5,557312379	0,161559804	0	0	0,25	0,31372549	0,833333333
171488	4719744	analytic	likely	SAVE2020	2020	LK	Daily News	846	superlative	6	-305,6401525	-17,4049895	n	none	none	none	p	n	i	5,159942935	0,115113529	0	0	0,25	0,222222222	0
150557	4703076	synthetic	high	SAVE2020	2020	LK	Daily Mirror	346	comparative	4	-177,5662152	-45,19418087	y	none	none	none	a	n	n	6,014574487	0,216514398	0	0,333333333	0,25	0,076923077	0
217733	41690353	synthetic	young	NOW2020	2020	BrE	Independent	2979	superlative	5	1896,419682	-64,70857825	y	none	none	none	a	n	n	5,620822579	0,032370085	0,166666667	0	0,25	0,25	0,5
150832	4703985	synthetic	bad	SAVE2020	2020	LK	Daily Mirror	603	superlative	3	-111,3563484	-7,109070783	y	analytic	superlative	251	a	n	n	5,316930574	0,087465988	0,166666667	0,166666667	0,25	0,266666667	0,625
150882	4704150	synthetic	big	SAVE2020	2020	LK	Daily Mirror	1096	comparative	3	-156,5271334	0,877490109	y	analytic	comparative	776	a	n	n	5,491695742	0,13376488	0,25	0,25	0,25	0,230769231	0
158012	4725069	synthetic	harsh	SAVE2020	2020	LK	Daily News	1165	comparative	5	-440,1800379	13,6317266	y	analytic	superlative	2063	p	y	p	4,232420494	0,014258609	0,5	0	0,25	0,111111111	0,666666667
150830	4703985	synthetic	good	SAVE2020	2020	LK	Daily Mirror	603	superlative	4	-111,3563484	-7,109070783	y	synthetic	superlative	63	a	n	n	6,377398081	0,189114879	0,5	0,5	0,25	0,272727273	0,5
151240	4704898	synthetic	good	SAVE2020	2020	LK	Daily Mirror	1702	superlative	4	-116,9448209	30,25116264	y	analytic	superlative	285	a	n	n	6,377398081	0,189114879	0,5	0,5	0,25	0,272727273	0,5
151777	4706143	synthetic	good	SAVE2020	2020	LK	Daily Mirror	291	superlative	4	-234,6220902	0,012674324	y	synthetic	superlative	1027	a	n	n	6,377398081	0,189114879	0,5	0,5	0,25	0,272727273	0,5
219128	41786608	synthetic	proud	NOW2020	2020	BrE	Daily Mail	2041	comparative	5	16,41731373	34,82365666	y	analytic	comparative	217	p	y	p	4,944912959	0,018672184	0,5	0	0,251851852	0,324242424	0,25
171732	4726702	analytic	recent	SAVE2020	2020	LK	Daily News	471	superlative	6	-134,2983485	-15,77914835	n	analytic	comparative	754	a	n	n	5,381981706	0,131599636	0,330357143	0,535714286	0,255434783	0,205263158	0,833333333
219222	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	comparative	4	12,89563733	47,05286862	y	synthetic	superlative	1431	a	n	n	6,239948832	0,031269529	0	0,333333333	0,258241758	0,30952381	0,25
219231	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	comparative	4	12,89563733	47,05286862	y	synthetic	superlative	1395	a	n	n	6,24	0,03	0	0,333333333	0,258241758	0,30952381	0,25
219230	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	comparative	115	a	n	n	6,239948832	0,031269529	0	0,2	0,258333333	0,270467836	0,5
219221	41787840	synthetic	good	NOW2020	2020	BrE	Independent	5629	superlative	4	12,89563733	47,05286862	y	synthetic	comparative	3288	a	n	n	6,239948832	0,031269529	0	0,2	0,258333333	0,270467836	0,5
233896	41787840	analytic	specific	NOW2020	2020	BrE	Independent	5629	comparative	8	12,89563733	47,05286862	n	none	none	none	a	y	n	4,685152636	0,011221501	0	0	0,260869565	0,19047619	0
233772	41786253	analytic	influential	NOW2020	2020	BrE	Independent	1242	superlative	11	1151,831001	-12,44874509	n	synthetic	comparative	3485	a	n	n	4,15441127	0,006403846	0	0	0,261029412	0,326388889	0,75
170288	4704889	analytic	common	SAVE2020	2020	LK	Daily Mirror	362	superlative	6	-329,7935477	11,66089452	n	synthetic	comparative	1236	a	n	n	5,240389424	0,108470089	0	0	0,263157895	0,222222222	0,75
156955	4719987	synthetic	clean	SAVE2020	2020	LK	Daily News	1324	comparative	5	-19,6849193	16,75390711	y	synthetic	superlative	83	a	n	n	5,017222633	0,075754533	0	0,2	0,263157895	0,3	0,25
156951	4719987	synthetic	low	SAVE2020	2020	LK	Daily News	1324	superlative	3	-19,6849193	16,75390711	y	analytic	comparative	1918	a	n	n	5,523690653	0,13553771	0	0,2	0,263157895	0,263157895	0
150925	4704243	synthetic	bright	SAVE2020	2020	LK	Daily Mirror	1251	comparative	6	-152,5205294	18,20800344	y	synthetic	superlative	114	a	y	n	4,495661929	0,025103784	0,333333333	0,6	0,263157895	0,25	0,25
233615	41757012	analytic	recent	NOW2020	2020	BrE	Daily Mail	1168	superlative	6	939,513574	0,468132543	n	synthetic	comparative	1454	a	n	n	5,303215555	0,023673498	0	0	0,264957265	0,202020202	0,833333333
232996	41690353	analytic	tragic	NOW2020	2020	BrE	Independent	2979	comparative	6	1896,419682	-64,70857825	n	synthetic	comparative	303	a	n	n	4,632922268	0,01240332	0	0	0,264957265	0,127272727	0
216808	41616734	synthetic	great	NOW2020	2020	BrE	Independent	1176	superlative	5	1214,987784	17,09110415	y	none	none	none	a	n	n	5,633338325	0,029091016	0	0,333333333	0,264957265	0,318681319	0,5
219738	41839006	synthetic	late	NOW2020	2020	BrE	Daily Mail	1611	superlative	4	5,644551768	29,5576557	y	none	none	none	a	n	n	5,916902274	0,02429752	0	0,333333333	0,264957265	0,318681319	0,5
218826	41760093	synthetic	chunky	NOW2020	2020	BrE	Daily Mail	2592	comparative	6	351,5463056	47,19915164	n	synthetic	comparative	0	a	n	n	3,499105766	0,002283974	0	0	0,266666667	0,235294118	0
171518	4720630	analytic	obvious	SAVE2020	2020	LK	Daily News	1408	superlative	7	-231,4445034	12,61893624	n	none	none	none	a	n	n	4,521216034	0,022802328	0	0,166666667	0,266666667	0,153846154	1
150824	4703978	synthetic	late	SAVE2020	2020	LK	Daily Mirror	598	superlative	4	-210,5224974	11,81704656	y	synthetic	comparative	124	a	n	n	5,749469696	0,10417751	0	0,333333333	0,266666667	0,294117647	0,5
218390	41733138	synthetic	high	NOW2020	2020	BrE	Independent	412	comparative	4	-178,4383068	29,91862501	y	none	none	none	a	n	n	5,766685571	0,032098211	0,2	0	0,266666667	0,25	0
218705	41750919	synthetic	high	NOW2020	2020	BrE	Independent	1756	superlative	4	756,3379177	14,25604973	y	none	none	none	n	n	p	5,766685571	0,032098211	0	0	0,267857143	0,291335979	0
232994	41690353	analytic	potent	NOW2020	2020	BrE	Independent	2979	superlative	6	1896,419682	-64,70857825	n	synthetic	superlative	791	a	n	n	3,628739624	0,002675592	0,166666667	0,333333333	0,267857143	0,230263158	0,833333333
219130	41786608	synthetic	black	NOW2020	2020	BrE	Daily Mail	2041	superlative	5	16,41731373	34,82365666	y	analytic	superlative	492	a	n	n	5,68748393	0,047631203	0	0	0,269297138	0,338047138	0,375
170209	4704150	analytic	recent	SAVE2020	2020	LK	Daily Mirror	1096	superlative	6	-156,5271334	0,877490109	n	none	none	none	a	n	n	5,381981706	0,131599636	0	0	0,270467836	0,207142857	0,833333333
234297	41839006	analytic	prevalent	NOW2020	2020	BrE	Daily Mail	1611	comparative	9	5,644551768	29,5576557	n	synthetic	comparative	2427	p	y	p	3,739437922	0,003526849	0	0,4	0,270467836	0,242647059	0,666666667
232371	41616734	analytic	dangerous	NOW2020	2020	BrE	Independent	1176	superlative	9	1214,987784	17,09110415	n	analytic	superlative	230	a	n	n	4,894014039	0,016624761	0	0	0,272284879	0,233281734	1
217973	41706491	synthetic	bleak	NOW2020	2020	BrE	Independent	997	comparative	5	1493,01006	2,588751249	y	synthetic	comparative	980	p	n	n	3,87774062	0,003751852	0	0	0,272727273	0,333333333	0
150920	4704243	synthetic	fast	SAVE2020	2020	LK	Daily Mirror	1251	superlative	4	-152,5205294	18,20800344	y	analytic	superlative	83	a	n	n	5,31427433	0,107103422	0	0	0,272727273	0,333333333	0,75
219884	41852460	synthetic	good	NOW2020	2020	BrE	Daily Mail	1803	superlative	4	668,1639025	35,74517789	y	synthetic	comparative	1903	a	n	n	6,239948832	0,031269529	0	0	0,272727273	0,285714286	0,5
150836	4703985	synthetic	high	SAVE2020	2020	LK	Daily Mirror	603	comparative	4	-111,3563484	-7,109070783	y	synthetic	superlative	2213	a	n	n	6,014574487	0,216514398	0	0,333333333	0,272727273	0,083333333	0
158000	4724987	synthetic	large	SAVE2020	2020	LK	Daily News	342	superlative	5	-218,4743759	-36,60758853	y	none	none	none	a	n	n	5,737067526	0,156390238	0	0,5	0,272727273	0,333333333	0,583333333
218830	41760093	synthetic	young	NOW2020	2020	BrE	Daily Mail	2592	superlative	5	351,5463056	47,19915164	y	synthetic	superlative	186	n	n	n	5,620822579	0,032370085	0	0,666666667	0,272727273	0,272727273	0,5
150868	4704091	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1088	comparative	4	-221,2344296	17,50568542	y	synthetic	comparative	1431	a	n	n	6,014574487	0,216514398	0,25	0,25	0,272727273	0,083333333	0
150860	4704091	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1088	comparative	4	-221,2344296	17,50568542	y	none	none	none	a	n	n	6,014574487	0,216514398	0,25	0,25	0,272727273	0,083333333	0
151778	4706143	synthetic	good	SAVE2020	2020	LK	Daily Mirror	291	superlative	4	-234,6220902	0,012674324	y	synthetic	superlative	19	a	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,272727273	0,285714286	0,5
156916	4719771	synthetic	good	SAVE2020	2020	LK	Daily News	1194	superlative	4	-350,6461925	32,0032734	y	none	none	none	a	n	n	6,377398081	0,189114879	0,333333333	0,333333333	0,272727273	0,285714286	0,5
219076	41786253	synthetic	easy	NOW2020	2020	BrE	Independent	1242	comparative	4	1151,831001	-12,44874509	n	none	none	none	p	n	p	5,050131234	0,01484462	0	0	0,273148148	0,221212121	0
157047	4720630	synthetic	high	SAVE2020	2020	LK	Daily News	1408	comparative	4	-231,4445034	12,61893624	y	analytic	superlative	4776	a	n	n	6,014574487	0,216514398	0	0,083333333	0,277777778	0,210526316	0
218896	41766183	synthetic	good	NOW2020	2020	BrE	Daily Mail	2083	comparative	4	899,6970759	27,66428754	y	synthetic	comparative	271	a	n	n	6,239948832	0,031269529	0	0,2	0,277777778	0,321078431	0,25
150862	4704091	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1088	comparative	4	-221,2344296	17,50568542	y	synthetic	comparative	2117	a	n	n	6,014574487	0,216514398	0	0,2	0,277777778	0,157894737	0
157144	4720967	synthetic	great	SAVE2020	2020	LK	Daily News	1448	comparative	5	-182,9505588	16,67887619	y	synthetic	superlative	72	a	n	n	5,707122275	0,175034119	0	0,25	0,277777778	0,333333333	0,25
234509	41855372	analytic	insane	NOW2020	2020	BrE	Daily Mail	1233	superlative	6	1387,899455	39,31100455	y	synthetic	superlative	252	a	n	n	3,800135762	0,003865996	0,25	0	0,277777778	0,279365079	0,25
234508	41855372	analytic	insane	NOW2020	2020	BrE	Daily Mail	1233	superlative	6	1387,899455	39,31100455	y	none	none	none	a	n	n	3,800135762	0,003865996	0,25	0	0,277777778	0,279365079	0,25
171674	4725069	analytic	clinical	SAVE2020	2020	LK	Daily News	1165	comparative	8	-440,1800379	13,6317266	y	synthetic	comparative	83	a	n	n	4,49125281	0,041487831	0,3	0	0,277777778	0,294117647	0,875
233823	41786608	analytic	extraordinary	NOW2020	2020	BrE	Daily Mail	2041	superlative	13	16,41731373	34,82365666	n	analytic	comparative	1074	a	n	n	4,59222279	0,010564856	0	0,217142857	0,278071599	0,351520038	0
219774	41850116	synthetic	dear	NOW2020	2020	BrE	Daily Mail	1194	superlative	4	194,7438419	42,70653142	y	synthetic	superlative	3	n	n	n	4,237748476	0,007140919	0	0	0,27827381	0,370039683	0,25
219227	41787840	synthetic	high	NOW2020	2020	BrE	Independent	5629	comparative	4	12,89563733	47,05286862	y	synthetic	comparative	1639	a	n	p	5,766685571	0,032098211	0	0	0,282051282	0,296703297	0
156890	4719646	synthetic	high	SAVE2020	2020	LK	Daily News	1495	comparative	4	-250,6955013	11,15800602	y	synthetic	comparative	617	p	n	n	6,014574487	0,216514398	0	0	0,285714286	0	0
151529	4705601	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1061	comparative	4	-332,3583962	32,56932032	y	synthetic	comparative	1138	a	n	n	6,014574487	0,216514398	0	0,066964286	0,285714286	0,227272727	0
150877	4704150	synthetic	large	SAVE2020	2020	LK	Daily Mirror	1096	superlative	5	-156,5271334	0,877490109	y	analytic	comparative	88	a	y	n	5,737067526	0,156390238	0	0,333333333	0,285714286	0,333333333	0,583333333
218706	41750919	synthetic	low	NOW2020	2020	BrE	Independent	1756	comparative	3	756,3379177	14,25604973	y	analytic	comparative	531	a	n	n	5,368592578	0,020965242	0	0,5	0,285714286	0,266666667	0
219235	41787840	synthetic	young	NOW2020	2020	BrE	Independent	5629	comparative	5	12,89563733	47,05286862	y	synthetic	superlative	428	pn	n	t	5,620822579	0,032370085	0	0	0,286363636	0,286363636	0,5
216933	41624647	synthetic	young	NOW2020	2020	BrE	Daily Mail	2006	comparative	5	2215,442148	18,7504413	y	none	none	none	p	y	t	5,620822579	0,032370085	0,5	0	0,286363636	0,286363636	0,5
234114	41816772	analytic	important	NOW2020	2020	BrE	Daily Mail	786	superlative	9	2695,835569	3,082387183	n	synthetic	comparative	327	a	n	n	5,252322346	0,022327888	0	0	0,286549708	0,288671024	0,833333333
217516	41666861	synthetic	great	NOW2020	2020	BrE	Daily Mail	905	superlative	5	631,5246062	24,84024474	y	synthetic	superlative	214	a	n	n	5,633338325	0,029091016	0	0,333333333	0,287878788	0,344017094	0,5
219891	41852463	synthetic	high	NOW2020	2020	BrE	Daily Mail	2749	superlative	4	2157,857581	41,05665877	y	synthetic	comparative	473	a	n	n	5,766685571	0,032098211	0	0,333333333	0,287878788	0,264957265	0
218010	41710382	synthetic	great	NOW2020	2020	BrE	Independent	4063	superlative	5	262,1461278	35,28300046	y	synthetic	superlative	171	a	n	n	5,633338325	0,029091016	0,25	0,666666667	0,287878788	0,344017094	0,5
218017	41710382	synthetic	great	NOW2020	2020	BrE	Independent	4063	superlative	5	262,1461278	35,28300046	y	synthetic	superlative	187	a	n	n	5,633338325	0,029091016	0,25	0,666666667	0,287878788	0,344017094	0,5
233814	41786608	analytic	notorious	NOW2020	2020	BrE	Daily Mail	2041	superlative	9	16,41731373	34,82365666	n	analytic	superlative	49	a	n	n	4,280392731	0,007836017	0	0	0,288537549	0,232142857	1
233820	41786608	analytic	notorious	NOW2020	2020	BrE	Daily Mail	2041	superlative	9	16,41731373	34,82365666	n	analytic	superlative	49	a	n	n	4,280392731	0,007836017	0	0	0,288537549	0,232142857	1
232993	41690353	analytic	valuable	NOW2020	2020	BrE	Independent	2979	superlative	8	1896,419682	-64,70857825	n	analytic	superlative	1247	a	n	n	4,076897183	0,005750771	0,291666667	0	0,291765873	0,385347985	0,75
232995	41690353	analytic	valuable	NOW2020	2020	BrE	Independent	2979	superlative	8	1896,419682	-64,70857825	n	analytic	superlative	1247	a	n	n	4,076897183	0,005750771	0,291666667	0	0,291765873	0,385347985	0,75
170294	4704898	analytic	salient	SAVE2020	2020	LK	Daily Mirror	1702	superlative	7	-116,9448209	30,25116264	n	analytic	comparative	236	a	n	n	3,61	0,003692517	0	0	0,294117647	0,266666667	0,833333333
156920	4719771	synthetic	broad	SAVE2020	2020	LK	Daily News	1194	superlative	5	-350,6461925	32,0032734	y	synthetic	superlative	932	a	n	n	4,81809007	0,04039068	0	0	0,294117647	0,333333333	0,75
150922	4704243	synthetic	great	SAVE2020	2020	LK	Daily Mirror	1251	superlative	5	-152,5205294	18,20800344	y	synthetic	superlative	3	a	n	n	5,707122275	0,175034119	0	0	0,294117647	0,333333333	0,5
219846	41852247	synthetic	late	NOW2020	2020	BrE	Daily Mail	1485	superlative	4	2799,816393	34,19019831	y	none	none	none	a	n	n	5,916902274	0,02429752	0	0	0,294117647	0,333333333	0,5
151530	4705601	synthetic	high	SAVE2020	2020	LK	Daily Mirror	1061	comparative	4	-332,3583962	32,56932032	y	synthetic	comparative	367	a	n	n	6,014574487	0,216514398	0	0,083333333	0,294117647	0,222222222	0
170290	4704898	analytic	complex	SAVE2020	2020	LK	Daily Mirror	1702	comparative	7	-116,9448209	30,25116264	y	analytic	superlative	100	p	n	n	5,052694951	0,093191477	0	0,166666667	0,294117647	0,266666667	0,333333333
218868	41765770	synthetic	happy	NOW2020	2020	BrE	Daily Mail	1576	superlative	5	437,0157848	39,7035352	n	synthetic	superlative	3	a	n	n	5,253653518	0,023933992	0	0	0,296464646	0,247377622	0
219982	41855372	synthetic	bad	NOW2020	2020	BrE	Daily Mail	1233	superlative	3	1387,899455	39,31100455	y	analytic	superlative	2639	p	n	n	5,516320629	0,020089946	0	0	0,3	0,30952381	0,625
218872	41765770	synthetic	good	NOW2020	2020	BrE	Daily Mail	1576	superlative	4	437,0157848	39,7035352	y	synthetic	comparative	986	n	n	i	6,239948832	0,031269529	0	0	0,301587302	0,311111111	0,5
219772	41850116	synthetic	small	NOW2020	2020	BrE	Daily Mail	1194	comparative	5	194,7438419	42,70653142	y	synthetic	comparative	745	a	y	n	5,404549659	0,025648011	0	0,5	0,302424242	0,35990676	0,625
219502	41816772	synthetic	high	NOW2020	2020	BrE	Daily Mail	786	comparative	4	2695,835569	3,082387183	y	synthetic	comparative	767	a	n	n	5,766685571	0,032098211	0	0,25	0,303030303	0,278846154	0
233614	41757012	analytic	ruthless	NOW2020	2020	BrE	Daily Mail	1168	superlative	8	939,513574	0,468132543	n	synthetic	superlative	271	a	n	n	3,717161527	0,003166604	0,25	0	0,304166667	0,255555556	1
171521	4720647	analytic	helpful	SAVE2020	2020	LK	Daily News	405	comparative	7	-324,1544525	-24,87044592	n	none	none	none	p	n	p	4,181267972	0,016254499	0	0	0,307692308	0,25	0,875
